CUS_0017,NAME_0017,0017-0017,17000@abc.com,******,B,B Region,FEMLE,19900318,A
CUS_0016,NAME_0016,0016-0016,16000@abc.com,******,B,B Region,FEMLE,19900317,A
CUS_0019,NAME_0019,0019-0019,19000@abc.com,******,B,B Region,FEMLE,19900320,A
CUS_0020,NAME_0020,0020-0020,20000@abc.com,******,B,B Region,FEMLE,19900321,A
CUS_0021,NAME_0021,0021-0021,21000@abc.com,******,B,B Region,FEMLE,19900322,A
CUS_0022,NAME_0022,0022-0022,22000@abc.com,******,B,B Region,FEMLE,19900323,A
CUS_0023,NAME_0023,0023-0023,23000@abc.com,******,B,B Region,FEMLE,19900324,A
CUS_0026,NAME_0026,0026-0026,26000@abc.com,******,B,B Region,FEMLE,19900327,B
CUS_0025,NAME_0025,0025-0025,25000@abc.com,******,B,B Region,FEMLE,19900326,B
CUS_0024,NAME_0024,0024-0024,24000@abc.com,******,B,B Region,FEMLE,19900325,B
CUS_0027,NAME_0027,0027-0027,27000@abc.com,******,B,B Region,FEMLE,19900328,B
CUS_0061,NAME_0061,0061-0061,61000@abc.com,******,B,B Region,MALE,19900501,A
CUS_0062,NAME_0062,0062-0062,62000@abc.com,******,B,B Region,MALE,19900502,A
CUS_0063,NAME_0063,0063-0063,63000@abc.com,******,B,B Region,MALE,19900503,A
CUS_0064,NAME_0064,0064-0064,64000@abc.com,******,B,B Region,MALE,19900504,A
CUS_0065,NAME_0065,0065-0065,65000@abc.com,******,B,B Region,MALE,19900505,A
CUS_0066,NAME_0066,0066-0066,66000@abc.com,******,B,B Region,MALE,19900506,A
CUS_0068,NAME_0068,0068-0068,68000@abc.com,******,B,B Region,MALE,19900508,A
CUS_0067,NAME_0067,0067-0067,67000@abc.com,******,B,B Region,MALE,19900507,A
CUS_0069,NAME_0069,0069-0069,69000@abc.com,******,B,B Region,MALE,19900509,B
CUS_0071,NAME_0071,0071-0071,71000@abc.com,******,B,B Region,MALE,19900511,B
CUS_0070,NAME_0070,0070-0070,70000@abc.com,******,B,B Region,MALE,19900510,B
CUS_0072,NAME_0072,0072-0072,72000@abc.com,******,B,B Region,MALE,19900512,B
CUS_0029,NAME_0029,0029-0029,29000@abc.com,******,C,C Region,FEMLE,19900430,A
CUS_0028,NAME_0028,0028-0028,28000@abc.com,******,C,C Region,FEMLE,19900429,A
CUS_0030,NAME_0030,0030-0030,30000@abc.com,******,C,C Region,FEMLE,19900501,A
CUS_0031,NAME_0031,0031-0031,31000@abc.com,******,C,C Region,FEMLE,19900502,A
CUS_0032,NAME_0032,0032-0032,32000@abc.com,******,C,C Region,FEMLE,19900503,A
CUS_0033,NAME_0033,0033-0033,33000@abc.com,******,C,C Region,FEMLE,19900504,A
CUS_0035,NAME_0035,0035-0035,35000@abc.com,******,C,C Region,FEMLE,19900506,B
CUS_0034,NAME_0034,0034-0034,34000@abc.com,******,C,C Region,FEMLE,19900505,B
CUS_0036,NAME_0036,0036-0036,36000@abc.com,******,C,C Region,FEMLE,19900507,B
CUS_0073,NAME_0073,0073-0073,73000@abc.com,******,C,C Region,MALE,19900613,A
CUS_0074,NAME_0074,0074-0074,74000@abc.com,******,C,C Region,MALE,19900614,A
CUS_0075,NAME_0075,0075-0075,75000@abc.com,******,C,C Region,MALE,19900615,A
CUS_0076,NAME_0076,0076-0076,76000@abc.com,******,C,C Region,MALE,19900616,A
CUS_0077,NAME_0077,0077-0077,77000@abc.com,******,C,C Region,MALE,19900617,A
CUS_0078,NAME_0078,0078-0078,78000@abc.com,******,C,C Region,MALE,19900618,A
CUS_0079,NAME_0079,0079-0079,79000@abc.com,******,C,C Region,MALE,19900619,B
CUS_0080,NAME_0080,0080-0080,80000@abc.com,******,C,C Region,MALE,19900620,B
CUS_0081,NAME_0081,0081-0081,81000@abc.com,******,C,C Region,MALE,19900621,B
CUS_0037,NAME_0037,0037-0037,37000@abc.com,******,D,D Region,FEMLE,19900607,A
CUS_0038,NAME_0038,0038-0038,38000@abc.com,******,D,D Region,FEMLE,19900608,A
CUS_0039,NAME_0039,0039-0039,39000@abc.com,******,D,D Region,FEMLE,19900609,A
CUS_0040,NAME_0040,0040-0040,40000@abc.com,******,D,D Region,FEMLE,19900610,A
CUS_0041,NAME_0041,0041-0041,41000@abc.com,******,D,D Region,FEMLE,19900611,B
CUS_0042,NAME_0042,0042-0042,42000@abc.com,******,D,D Region,FEMLE,19900612,B
CUS_0082,NAME_0082,0082-0082,82000@abc.com,******,D,D Region,MALE,19900722,A
CUS_0083,NAME_0083,0083-0083,83000@abc.com,******,D,D Region,MALE,19900723,A
CUS_0084,NAME_0084,0084-0084,84000@abc.com,******,D,D Region,MALE,19900724,A
CUS_0085,NAME_0085,0085-0085,85000@abc.com,******,D,D Region,MALE,19900725,A
CUS_0086,NAME_0086,0086-0086,86000@abc.com,******,D,D Region,MALE,19900726,B
CUS_0087,NAME_0087,0087-0087,87000@abc.com,******,D,D Region,MALE,19900727,B
CUS_0043,NAME_0043,0043-0043,43000@abc.com,******,E,E Region,FEMLE,19900714,A
CUS_0044,NAME_0044,0044-0044,44000@abc.com,******,E,E Region,FEMLE,19900715,A
CUS_0045,NAME_0045,0045-0045,45000@abc.com,******,E,E Region,FEMLE,19900716,B
CUS_0088,NAME_0088,0088-0088,88000@abc.com,******,E,E Region,MALE,19900828,A
CUS_0089,NAME_0089,0089-0089,89000@abc.com,******,E,E Region,MALE,19900829,A
CUS_0090,NAME_0090,0090-0090,90000@abc.com,******,E,E Region,MALE,19900830,B
